angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.44,,,,"[83, 225, 107, 135]",,,,0.0,,,,0.16,,,,0.02,,,,0.28,,,,0.04,,,,0.06,,,
0.64,,,,"[82, 226, 107, 131]",,,,0.0,,,,0.03,,,,0.01,,,,0.28,,,,0.03,,,,0.01,,,
0.59,,,,"[80, 226, 106, 130]",,,,0.0,,,,0.03,,,,0.0,,,,0.3,,,,0.05,,,,0.03,,,
0.5,,,,"[79, 228, 104, 128]",,,,0.0,,,,0.07,,,,0.0,,,,0.34,,,,0.03,,,,0.05,,,
0.32,,,,"[78, 227, 104, 131]",,,,0.0,,,,0.23,,,,0.0,,,,0.29,,,,0.07,,,,0.08,,,
0.55,,,,"[75, 223, 104, 132]",,,,0.0,,,,0.06,,,,0.0,,,,0.23,,,,0.04,,,,0.11,,,
0.57,,,,"[75, 223, 104, 132]",,,,0.0,,,,0.05,,,,0.0,,,,0.22,,,,0.04,,,,0.11,,,
0.51,,,,"[73, 222, 105, 134]",,,,0.0,,,,0.04,,,,0.01,,,,0.37,,,,0.03,,,,0.04,,,
0.2,,,,"[73, 224, 106, 132]",,,,0.0,,,,0.24,,,,0.02,,,,0.45,,,,0.05,,,,0.04,,,
0.28,,,,"[70, 222, 108, 135]",,,,0.0,,,,0.22,,,,0.01,,,,0.39,,,,0.03,,,,0.06,,,
0.3,,,,"[70, 220, 107, 135]",,,,0.0,,,,0.32,,,,0.0,,,,0.23,,,,0.06,,,,0.08,,,
0.2,,,,"[68, 220, 107, 135]",,,,0.0,,,,0.34,,,,0.01,,,,0.29,,,,0.04,,,,0.12,,,
0.2,,,,"[67, 220, 108, 135]",,,,0.0,,,,0.34,,,,0.01,,,,0.3,,,,0.04,,,,0.12,,,
0.2,,,,"[67, 225, 106, 133]",,,,0.0,,,,0.19,,,,0.01,,,,0.53,,,,0.05,,,,0.03,,,
0.22,,,,"[65, 224, 108, 133]",,,,0.0,,,,0.2,,,,0.01,,,,0.47,,,,0.05,,,,0.05,,,
0.24,,,,"[61, 222, 108, 136]",,,,0.0,,,,0.26,,,,0.0,,,,0.34,,,,0.07,,,,0.08,,,
0.34,,,,"[62, 222, 108, 136]",,,,0.0,,,,0.19,,,,0.0,,,,0.36,,,,0.09,,,,0.02,,,
0.31,,,,"[62, 221, 108, 137]",,,,0.0,,,,0.35,,,,0.0,,,,0.22,,,,0.07,,,,0.05,,,
0.3,,,,"[62, 221, 108, 137]",,,,0.0,,,,0.35,,,,0.0,,,,0.23,,,,0.07,,,,0.04,,,
0.21,,,,"[61, 221, 108, 140]",,,,0.0,,,,0.21,,,,0.01,,,,0.49,,,,0.05,,,,0.03,,,
0.25,,,,"[61, 227, 106, 134]",,,,0.0,,,,0.15,,,,0.01,,,,0.51,,,,0.06,,,,0.02,,,
0.29,,,,"[60, 227, 107, 134]",,,,0.0,,,,0.13,,,,0.01,,,,0.5,,,,0.07,,,,0.01,,,
0.39,,,,"[60, 228, 106, 133]",,,,0.0,,,,0.17,,,,0.01,,,,0.32,,,,0.08,,,,0.02,,,
0.24,0.16,,,"[60, 227, 108, 136]","[11, 24, 11, 13]",,,0.0,0.0,,,0.17,0.02,,,0.01,0.47,,,0.46,0.28,,,0.11,0.06,,,0.01,0.0,,
0.38,,,,"[61, 226, 107, 136]",,,,0.0,,,,0.14,,,,0.01,,,,0.36,,,,0.11,,,,0.01,,,
0.24,,,,"[59, 228, 106, 135]",,,,0.0,,,,0.12,,,,0.01,,,,0.52,,,,0.11,,,,0.01,,,
0.64,,,,"[58, 228, 107, 132]",,,,0.0,,,,0.02,,,,0.0,,,,0.3,,,,0.04,,,,0.0,,,
0.36,,,,"[59, 231, 105, 128]",,,,0.0,,,,0.05,,,,0.01,,,,0.48,,,,0.08,,,,0.01,,,
0.2,,,,"[58, 231, 106, 131]",,,,0.0,,,,0.04,,,,0.02,,,,0.7,,,,0.05,,,,0.0,,,
0.23,,,,"[58, 231, 105, 134]",,,,0.0,,,,0.1,,,,0.02,,,,0.56,,,,0.07,,,,0.01,,,
0.28,,,,"[58, 232, 105, 133]",,,,0.0,,,,0.13,,,,0.02,,,,0.51,,,,0.06,,,,0.01,,,
0.23,,,,"[58, 232, 105, 132]",,,,0.0,,,,0.13,,,,0.01,,,,0.55,,,,0.08,,,,0.01,,,
0.36,,,,"[58, 232, 104, 132]",,,,0.0,,,,0.22,,,,0.01,,,,0.3,,,,0.09,,,,0.02,,,
0.31,,,,"[56, 230, 105, 131]",,,,0.0,,,,0.13,,,,0.01,,,,0.47,,,,0.07,,,,0.01,,,
0.33,,,,"[55, 228, 104, 130]",,,,0.0,,,,0.16,,,,0.01,,,,0.39,,,,0.1,,,,0.01,,,
0.25,,,,"[55, 227, 105, 130]",,,,0.0,,,,0.12,,,,0.01,,,,0.54,,,,0.08,,,,0.01,,,
0.19,,,,"[55, 227, 105, 129]",,,,0.0,,,,0.18,,,,0.01,,,,0.52,,,,0.09,,,,0.01,,,
0.18,,,,"[54, 226, 105, 129]",,,,0.0,,,,0.15,,,,0.04,,,,0.54,,,,0.08,,,,0.01,,,
0.17,,,,"[53, 223, 105, 131]",,,,0.0,,,,0.21,,,,0.03,,,,0.47,,,,0.1,,,,0.01,,,
0.23,,,,"[50, 218, 108, 137]",,,,0.0,,,,0.18,,,,0.02,,,,0.41,,,,0.15,,,,0.01,,,
0.2,0.39,,,"[51, 217, 108, 136]","[10, 23, 12, 12]",,,0.0,0.0,,,0.14,0.02,,,0.03,0.14,,,0.52,0.07,,,0.09,0.37,,,0.01,0.0,,
0.14,,,,"[49, 219, 107, 133]",,,,0.0,,,,0.17,,,,0.08,,,,0.51,,,,0.08,,,,0.01,,,
0.24,,,,"[50, 218, 106, 132]",,,,0.0,,,,0.15,,,,0.05,,,,0.47,,,,0.07,,,,0.01,,,
0.17,,,,"[48, 217, 108, 135]",,,,0.0,,,,0.13,,,,0.1,,,,0.52,,,,0.08,,,,0.01,,,
0.18,,,,"[46, 216, 108, 137]",,,,0.0,,,,0.16,,,,0.03,,,,0.52,,,,0.1,,,,0.01,,,
0.26,,,,"[46, 217, 109, 138]",,,,0.0,,,,0.19,,,,0.02,,,,0.35,,,,0.17,,,,0.01,,,
0.13,,,,"[50, 222, 106, 135]",,,,0.0,,,,0.2,,,,0.08,,,,0.35,,,,0.2,,,,0.03,,,
0.12,,,,"[50, 221, 106, 135]",,,,0.0,,,,0.2,,,,0.04,,,,0.51,,,,0.11,,,,0.02,,,
0.15,,,,"[50, 222, 106, 135]",,,,0.0,,,,0.16,,,,0.13,,,,0.44,,,,0.1,,,,0.01,,,
0.1,,,,"[49, 224, 107, 135]",,,,0.0,,,,0.12,,,,0.13,,,,0.53,,,,0.11,,,,0.01,,,
0.11,,,,"[49, 224, 107, 136]",,,,0.0,,,,0.14,,,,0.06,,,,0.56,,,,0.11,,,,0.01,,,
0.11,,,,"[48, 224, 108, 135]",,,,0.0,,,,0.14,,,,0.06,,,,0.55,,,,0.12,,,,0.01,,,
0.15,,,,"[46, 222, 107, 134]",,,,0.0,,,,0.09,,,,0.02,,,,0.64,,,,0.1,,,,0.0,,,
0.09,,,,"[43, 218, 111, 138]",,,,0.0,,,,0.06,,,,0.03,,,,0.76,,,,0.05,,,,0.0,,,
0.1,,,,"[43, 218, 111, 138]",,,,0.0,,,,0.07,,,,0.03,,,,0.75,,,,0.05,,,,0.0,,,
0.15,,,,"[44, 219, 108, 136]",,,,0.0,,,,0.09,,,,0.03,,,,0.62,,,,0.1,,,,0.01,,,
0.13,,,,"[43, 220, 111, 140]",,,,0.0,,,,0.16,,,,0.02,,,,0.61,,,,0.09,,,,0.0,,,
0.18,,,,"[45, 224, 108, 135]",,,,0.0,,,,0.18,,,,0.02,,,,0.5,,,,0.12,,,,0.0,,,
0.16,,,,"[44, 224, 108, 134]",,,,0.0,,,,0.12,,,,0.01,,,,0.62,,,,0.09,,,,0.0,,,
0.16,,,,"[44, 224, 108, 134]",,,,0.0,,,,0.1,,,,0.01,,,,0.64,,,,0.09,,,,0.0,,,
0.16,,,,"[44, 224, 108, 134]",,,,0.0,,,,0.11,,,,0.01,,,,0.63,,,,0.09,,,,0.0,,,
0.17,,,,"[44, 221, 109, 137]",,,,0.0,,,,0.08,,,,0.02,,,,0.67,,,,0.06,,,,0.01,,,
0.16,,,,"[44, 220, 109, 138]",,,,0.0,,,,0.08,,,,0.03,,,,0.66,,,,0.06,,,,0.01,,,
0.16,,,,"[44, 219, 110, 138]",,,,0.0,,,,0.07,,,,0.03,,,,0.68,,,,0.06,,,,0.0,,,
0.17,,,,"[44, 219, 110, 137]",,,,0.0,,,,0.05,,,,0.04,,,,0.7,,,,0.04,,,,0.0,,,
0.26,,,,"[45, 219, 110, 136]",,,,0.0,,,,0.04,,,,0.03,,,,0.63,,,,0.04,,,,0.0,,,
0.23,,,,"[45, 219, 110, 136]",,,,0.0,,,,0.04,,,,0.03,,,,0.66,,,,0.04,,,,0.0,,,
0.19,,,,"[45, 219, 110, 137]",,,,0.0,,,,0.03,,,,0.02,,,,0.72,,,,0.03,,,,0.0,,,
0.16,,,,"[45, 220, 109, 135]",,,,0.0,,,,0.02,,,,0.03,,,,0.75,,,,0.03,,,,0.0,,,
0.12,,,,"[44, 220, 111, 138]",,,,0.0,,,,0.04,,,,0.03,,,,0.77,,,,0.04,,,,0.0,,,
0.12,,,,"[44, 220, 111, 138]",,,,0.0,,,,0.03,,,,0.02,,,,0.79,,,,0.04,,,,0.0,,,
0.1,,,,"[45, 219, 109, 135]",,,,0.0,,,,0.03,,,,0.04,,,,0.8,,,,0.02,,,,0.0,,,
0.12,,,,"[44, 219, 111, 139]",,,,0.0,,,,0.03,,,,0.02,,,,0.79,,,,0.04,,,,0.0,,,
0.09,,,,"[44, 219, 109, 135]",,,,0.0,,,,0.02,,,,0.05,,,,0.82,,,,0.02,,,,0.0,,,
0.1,,,,"[44, 218, 110, 136]",,,,0.0,,,,0.02,,,,0.06,,,,0.81,,,,0.02,,,,0.0,,,
0.21,,,,"[43, 219, 112, 139]",,,,0.0,,,,0.07,,,,0.04,,,,0.62,,,,0.06,,,,0.0,,,
0.23,,,,"[43, 218, 112, 141]",,,,0.0,,,,0.16,,,,0.05,,,,0.47,,,,0.07,,,,0.02,,,
0.28,,,,"[43, 219, 111, 139]",,,,0.0,,,,0.13,,,,0.04,,,,0.47,,,,0.06,,,,0.01,,,
0.31,,,,"[43, 219, 111, 139]",,,,0.0,,,,0.15,,,,0.04,,,,0.43,,,,0.07,,,,0.01,,,
0.3,,,,"[46, 218, 107, 140]",,,,0.0,,,,0.18,,,,0.03,,,,0.4,,,,0.06,,,,0.02,,,
0.27,,,,"[46, 224, 105, 134]",,,,0.0,,,,0.13,,,,0.03,,,,0.49,,,,0.07,,,,0.01,,,
0.2,,,,"[48, 232, 103, 130]",,,,0.0,,,,0.16,,,,0.09,,,,0.46,,,,0.06,,,,0.02,,,
0.31,,,,"[49, 233, 105, 136]",,,,0.0,,,,0.08,,,,0.03,,,,0.46,,,,0.09,,,,0.02,,,
0.35,,,,"[52, 240, 103, 133]",,,,0.0,,,,0.09,,,,0.03,,,,0.41,,,,0.08,,,,0.04,,,
0.32,,,,"[51, 239, 104, 135]",,,,0.0,,,,0.07,,,,0.05,,,,0.45,,,,0.07,,,,0.04,,,
0.46,,,,"[52, 243, 104, 131]",,,,0.0,,,,0.12,,,,0.05,,,,0.26,,,,0.07,,,,0.04,,,
0.48,,,,"[51, 232, 108, 140]",,,,0.02,,,,0.18,,,,0.01,,,,0.11,,,,0.1,,,,0.1,,,
0.3,,,,"[51, 232, 105, 138]",,,,0.03,,,,0.19,,,,0.01,,,,0.09,,,,0.07,,,,0.32,,,
0.26,,,,"[52, 232, 105, 135]",,,,0.02,,,,0.18,,,,0.0,,,,0.06,,,,0.04,,,,0.43,,,
0.17,,,,"[52, 226, 108, 139]",,,,0.05,,,,0.25,,,,0.0,,,,0.07,,,,0.04,,,,0.42,,,
0.13,,,,"[53, 229, 106, 135]",,,,0.06,,,,0.25,,,,0.0,,,,0.04,,,,0.03,,,,0.5,,,
0.3,,,,"[54, 228, 105, 132]",,,,0.01,,,,0.2,,,,0.0,,,,0.33,,,,0.08,,,,0.09,,,
0.34,,,,"[54, 228, 105, 129]",,,,0.0,,,,0.17,,,,0.0,,,,0.4,,,,0.06,,,,0.03,,,
0.38,,,,"[54, 229, 104, 128]",,,,0.0,,,,0.22,,,,0.0,,,,0.29,,,,0.09,,,,0.03,,,
0.38,,,,"[53, 227, 105, 131]",,,,0.01,,,,0.26,,,,0.0,,,,0.21,,,,0.11,,,,0.02,,,
0.36,,,,"[54, 227, 104, 130]",,,,0.01,,,,0.24,,,,0.0,,,,0.24,,,,0.13,,,,0.02,,,
0.37,,,,"[54, 227, 104, 130]",,,,0.01,,,,0.26,,,,0.0,,,,0.2,,,,0.13,,,,0.02,,,
0.32,,,,"[55, 226, 103, 130]",,,,0.01,,,,0.32,,,,0.0,,,,0.21,,,,0.11,,,,0.03,,,
0.28,,,,"[54, 226, 104, 131]",,,,0.03,,,,0.35,,,,0.0,,,,0.08,,,,0.09,,,,0.18,,,
0.3,,,,"[54, 226, 104, 131]",,,,0.02,,,,0.32,,,,0.0,,,,0.11,,,,0.11,,,,0.14,,,
0.32,,,,"[55, 226, 103, 130]",,,,0.02,,,,0.32,,,,0.0,,,,0.18,,,,0.14,,,,0.02,,,
0.38,,,,"[55, 227, 103, 127]",,,,0.02,,,,0.32,,,,0.0,,,,0.11,,,,0.14,,,,0.02,,,
0.4,,,,"[55, 226, 103, 128]",,,,0.02,,,,0.28,,,,0.0,,,,0.13,,,,0.16,,,,0.01,,,
0.42,,,,"[54, 226, 104, 128]",,,,0.02,,,,0.24,,,,0.0,,,,0.13,,,,0.17,,,,0.01,,,
0.39,0.1,,,"[54, 225, 104, 129]","[10, 22, 13, 15]",,,0.02,0.0,,,0.33,0.04,,,0.0,0.32,,,0.11,0.43,,,0.14,0.1,,,0.01,0.0,,
0.45,0.11,,,"[54, 225, 104, 128]","[10, 22, 13, 15]",,,0.05,0.0,,,0.3,0.04,,,0.0,0.31,,,0.07,0.43,,,0.12,0.1,,,0.0,0.0,,
0.52,,,,"[54, 224, 104, 130]",,,,0.02,,,,0.26,,,,0.0,,,,0.1,,,,0.09,,,,0.0,,,
0.53,,,,"[53, 224, 104, 130]",,,,0.03,,,,0.27,,,,0.0,,,,0.06,,,,0.1,,,,0.01,,,
0.53,,,,"[53, 224, 104, 130]",,,,0.04,,,,0.26,,,,0.0,,,,0.06,,,,0.1,,,,0.01,,,
0.47,,,,"[53, 224, 104, 131]",,,,0.02,,,,0.35,,,,0.0,,,,0.04,,,,0.11,,,,0.01,,,
0.48,,,,"[50, 224, 104, 131]",,,,0.03,,,,0.29,,,,0.0,,,,0.08,,,,0.12,,,,0.01,,,
0.36,,,,"[48, 223, 105, 132]",,,,0.02,,,,0.3,,,,0.0,,,,0.15,,,,0.16,,,,0.01,,,
0.45,,,,"[48, 220, 106, 136]",,,,0.01,,,,0.26,,,,0.0,,,,0.13,,,,0.13,,,,0.01,,,
0.39,,,,"[47, 220, 106, 135]",,,,0.0,,,,0.36,,,,0.01,,,,0.05,,,,0.17,,,,0.02,,,
0.42,,,,"[47, 220, 106, 136]",,,,0.01,,,,0.3,,,,0.01,,,,0.09,,,,0.16,,,,0.01,,,
0.41,,,,"[45, 221, 107, 135]",,,,0.01,,,,0.29,,,,0.0,,,,0.11,,,,0.17,,,,0.01,,,
0.48,0.13,,,"[45, 222, 105, 133]","[10, 22, 13, 15]",,,0.01,0.0,,,0.19,0.06,,,0.0,0.31,,,0.16,0.41,,,0.15,0.1,,,0.0,0.0,,
0.43,0.11,,,"[43, 223, 104, 132]","[10, 22, 13, 15]",,,0.01,0.0,,,0.13,0.05,,,0.0,0.34,,,0.28,0.39,,,0.14,0.1,,,0.0,0.0,,
0.5,,,,"[42, 219, 106, 135]",,,,0.01,,,,0.18,,,,0.0,,,,0.11,,,,0.2,,,,0.0,,,
0.48,,,,"[40, 220, 107, 134]",,,,0.01,,,,0.18,,,,0.0,,,,0.17,,,,0.16,,,,0.0,,,
0.49,,,,"[40, 220, 107, 134]",,,,0.01,,,,0.18,,,,0.0,,,,0.16,,,,0.15,,,,0.0,,,
0.36,,,,"[39, 225, 104, 128]",,,,0.02,,,,0.19,,,,0.0,,,,0.25,,,,0.17,,,,0.0,,,
0.34,,,,"[39, 224, 104, 129]",,,,0.02,,,,0.19,,,,0.0,,,,0.23,,,,0.21,,,,0.0,,,
0.31,,,,"[38, 224, 105, 129]",,,,0.02,,,,0.18,,,,0.0,,,,0.28,,,,0.2,,,,0.0,,,
0.33,,,,"[38, 224, 103, 130]",,,,0.02,,,,0.17,,,,0.0,,,,0.28,,,,0.2,,,,0.0,,,
0.29,,,,"[37, 225, 104, 128]",,,,0.02,,,,0.18,,,,0.01,,,,0.32,,,,0.18,,,,0.0,,,
0.29,,,,"[37, 225, 104, 128]",,,,0.02,,,,0.17,,,,0.01,,,,0.35,,,,0.17,,,,0.0,,,
0.36,,,,"[36, 225, 103, 129]",,,,0.01,,,,0.2,,,,0.0,,,,0.23,,,,0.19,,,,0.0,,,
0.37,,,,"[34, 224, 104, 130]",,,,0.01,,,,0.2,,,,0.01,,,,0.24,,,,0.18,,,,0.0,,,
0.41,,,,"[33, 223, 105, 132]",,,,0.01,,,,0.13,,,,0.01,,,,0.31,,,,0.13,,,,0.0,,,
0.5,,,,"[33, 224, 104, 131]",,,,0.01,,,,0.13,,,,0.01,,,,0.21,,,,0.13,,,,0.0,,,
0.48,,,,"[33, 226, 103, 129]",,,,0.01,,,,0.2,,,,0.01,,,,0.15,,,,0.15,,,,0.0,,,
0.46,,,,"[33, 226, 103, 128]",,,,0.01,,,,0.2,,,,0.01,,,,0.15,,,,0.17,,,,0.0,,,
0.43,,,,"[32, 226, 103, 128]",,,,0.02,,,,0.25,,,,0.01,,,,0.1,,,,0.18,,,,0.01,,,
0.47,,,,"[31, 226, 103, 130]",,,,0.01,,,,0.18,,,,0.02,,,,0.14,,,,0.18,,,,0.0,,,
0.44,,,,"[29, 223, 106, 134]",,,,0.01,,,,0.15,,,,0.03,,,,0.16,,,,0.2,,,,0.01,,,
0.41,,,,"[30, 228, 102, 127]",,,,0.02,,,,0.2,,,,0.02,,,,0.12,,,,0.23,,,,0.01,,,
0.31,,,,"[29, 225, 104, 133]",,,,0.01,,,,0.17,,,,0.09,,,,0.17,,,,0.24,,,,0.01,,,
0.31,,,,"[29, 225, 104, 133]",,,,0.01,,,,0.17,,,,0.08,,,,0.17,,,,0.25,,,,0.01,,,
0.35,,,,"[28, 228, 106, 136]",,,,0.0,,,,0.11,,,,0.09,,,,0.22,,,,0.22,,,,0.01,,,
0.43,,,,"[30, 230, 104, 136]",,,,0.0,,,,0.11,,,,0.09,,,,0.16,,,,0.21,,,,0.01,,,
0.47,,,,"[28, 227, 106, 138]",,,,0.01,,,,0.15,,,,0.06,,,,0.07,,,,0.22,,,,0.03,,,
0.5,,,,"[28, 228, 104, 132]",,,,0.0,,,,0.2,,,,0.06,,,,0.03,,,,0.18,,,,0.01,,,
0.37,,,,"[28, 226, 103, 130]",,,,0.0,,,,0.23,,,,0.14,,,,0.09,,,,0.14,,,,0.02,,,
0.4,,,,"[28, 227, 102, 128]",,,,0.01,,,,0.25,,,,0.05,,,,0.07,,,,0.21,,,,0.01,,,
0.29,,,,"[26, 221, 107, 134]",,,,0.0,,,,0.08,,,,0.29,,,,0.25,,,,0.08,,,,0.0,,,
0.35,,,,"[28, 226, 102, 126]",,,,0.0,,,,0.25,,,,0.13,,,,0.13,,,,0.13,,,,0.01,,,
0.39,,,,"[30, 225, 102, 125]",,,,0.0,,,,0.26,,,,0.1,,,,0.1,,,,0.13,,,,0.01,,,
0.47,,,,"[31, 224, 102, 128]",,,,0.01,,,,0.21,,,,0.08,,,,0.06,,,,0.16,,,,0.0,,,
0.53,0.13,,,"[32, 222, 103, 131]","[10, 24, 12, 13]",,,0.0,0.0,,,0.15,0.03,,,0.07,0.42,,,0.05,0.36,,,0.19,0.07,,,0.01,0.0,,
0.45,0.15,,,"[32, 223, 102, 129]","[10, 24, 12, 13]",,,0.0,0.0,,,0.2,0.03,,,0.05,0.41,,,0.04,0.33,,,0.24,0.07,,,0.01,0.0,,
0.54,,,,"[33, 222, 103, 131]",,,,0.0,,,,0.14,,,,0.04,,,,0.05,,,,0.22,,,,0.0,,,
0.47,,,,"[34, 221, 104, 134]",,,,0.0,,,,0.16,,,,0.06,,,,0.07,,,,0.23,,,,0.01,,,
0.56,,,,"[35, 221, 104, 136]",,,,0.0,,,,0.17,,,,0.03,,,,0.03,,,,0.17,,,,0.03,,,
0.55,,,,"[36, 223, 104, 133]",,,,0.0,,,,0.19,,,,0.03,,,,0.03,,,,0.18,,,,0.02,,,
0.59,,,,"[37, 222, 106, 132]",,,,0.0,,,,0.15,,,,0.03,,,,0.05,,,,0.17,,,,0.01,,,
0.56,,,,"[37, 221, 106, 133]",,,,0.01,,,,0.17,,,,0.03,,,,0.07,,,,0.16,,,,0.01,,,
0.58,,,,"[38, 221, 106, 133]",,,,0.01,,,,0.18,,,,0.02,,,,0.06,,,,0.14,,,,0.01,,,
0.56,,,,"[40, 222, 105, 130]",,,,0.03,,,,0.17,,,,0.04,,,,0.05,,,,0.14,,,,0.01,,,
0.69,,,,"[41, 224, 106, 127]",,,,0.02,,,,0.11,,,,0.01,,,,0.04,,,,0.13,,,,0.0,,,
0.7,,,,"[44, 225, 106, 129]",,,,0.0,,,,0.09,,,,0.05,,,,0.09,,,,0.07,,,,0.0,,,
0.63,,,,"[39, 220, 109, 138]",,,,0.01,,,,0.17,,,,0.01,,,,0.07,,,,0.1,,,,0.02,,,
0.63,,,,"[39, 220, 109, 138]",,,,0.01,,,,0.17,,,,0.01,,,,0.07,,,,0.1,,,,0.01,,,
0.57,,,,"[43, 224, 105, 134]",,,,0.0,,,,0.14,,,,0.09,,,,0.1,,,,0.07,,,,0.01,,,
0.53,,,,"[45, 226, 106, 133]",,,,0.0,,,,0.15,,,,0.13,,,,0.1,,,,0.08,,,,0.01,,,
0.61,,,,"[49, 232, 102, 130]",,,,0.0,,,,0.12,,,,0.13,,,,0.09,,,,0.03,,,,0.02,,,
0.77,,,,"[50, 234, 104, 134]",,,,0.02,,,,0.11,,,,0.01,,,,0.03,,,,0.05,,,,0.02,,,
0.82,,,,"[53, 236, 103, 132]",,,,0.02,,,,0.09,,,,0.0,,,,0.01,,,,0.04,,,,0.01,,,
0.82,,,,"[53, 236, 103, 132]",,,,0.02,,,,0.09,,,,0.0,,,,0.01,,,,0.04,,,,0.01,,,
0.79,,,,"[54, 235, 103, 129]",,,,0.01,,,,0.12,,,,0.01,,,,0.02,,,,0.04,,,,0.01,,,
0.82,,,,"[54, 230, 104, 130]",,,,0.03,,,,0.09,,,,0.01,,,,0.01,,,,0.03,,,,0.01,,,
0.7,,,,"[54, 227, 104, 131]",,,,0.02,,,,0.18,,,,0.01,,,,0.03,,,,0.05,,,,0.01,,,
0.61,,,,"[53, 227, 103, 127]",,,,0.03,,,,0.2,,,,0.02,,,,0.08,,,,0.04,,,,0.02,,,
0.6,,,,"[53, 225, 105, 130]",,,,0.01,,,,0.13,,,,0.02,,,,0.17,,,,0.07,,,,0.01,,,
0.65,,,,"[53, 226, 103, 126]",,,,0.02,,,,0.14,,,,0.01,,,,0.09,,,,0.08,,,,0.01,,,
0.7,,,,"[53, 226, 103, 129]",,,,0.01,,,,0.19,,,,0.01,,,,0.02,,,,0.05,,,,0.02,,,
0.65,,,,"[53, 225, 105, 133]",,,,0.0,,,,0.2,,,,0.0,,,,0.02,,,,0.11,,,,0.02,,,
0.53,,,,"[52, 222, 106, 133]",,,,0.0,,,,0.18,,,,0.02,,,,0.12,,,,0.13,,,,0.01,,,
0.53,,,,"[52, 221, 105, 130]",,,,0.0,,,,0.2,,,,0.02,,,,0.12,,,,0.12,,,,0.01,,,
0.51,,,,"[51, 220, 106, 132]",,,,0.0,,,,0.24,,,,0.02,,,,0.09,,,,0.13,,,,0.01,,,
0.5,,,,"[51, 220, 106, 132]",,,,0.0,,,,0.25,,,,0.02,,,,0.08,,,,0.13,,,,0.01,,,
0.49,,,,"[50, 220, 107, 134]",,,,0.0,,,,0.22,,,,0.04,,,,0.14,,,,0.11,,,,0.01,,,
0.51,,,,"[52, 220, 105, 134]",,,,0.0,,,,0.23,,,,0.02,,,,0.07,,,,0.15,,,,0.01,,,
0.43,,,,"[52, 220, 105, 133]",,,,0.0,,,,0.28,,,,0.03,,,,0.08,,,,0.16,,,,0.01,,,
0.4,,,,"[51, 219, 106, 135]",,,,0.0,,,,0.34,,,,0.02,,,,0.03,,,,0.17,,,,0.04,,,
0.32,,,,"[51, 220, 104, 134]",,,,0.0,,,,0.28,,,,0.08,,,,0.05,,,,0.24,,,,0.02,,,
0.37,,,,"[51, 221, 104, 134]",,,,0.0,,,,0.28,,,,0.09,,,,0.08,,,,0.16,,,,0.03,,,
0.36,,,,"[51, 220, 105, 134]",,,,0.01,,,,0.4,,,,0.02,,,,0.02,,,,0.17,,,,0.03,,,
0.31,,,,"[50, 220, 105, 133]",,,,0.0,,,,0.38,,,,0.04,,,,0.07,,,,0.18,,,,0.01,,,
0.32,,,,"[49, 220, 106, 132]",,,,0.0,,,,0.38,,,,0.03,,,,0.08,,,,0.18,,,,0.01,,,
0.35,,,,"[50, 222, 105, 129]",,,,0.02,,,,0.39,,,,0.01,,,,0.05,,,,0.15,,,,0.01,,,
0.43,,,,"[48, 221, 107, 133]",,,,0.0,,,,0.22,,,,0.02,,,,0.15,,,,0.18,,,,0.0,,,
0.41,,,,"[48, 221, 107, 133]",,,,0.0,,,,0.23,,,,0.02,,,,0.15,,,,0.18,,,,0.0,,,
0.36,,,,"[48, 220, 106, 132]",,,,0.0,,,,0.31,,,,0.03,,,,0.09,,,,0.21,,,,0.0,,,
0.39,,,,"[47, 220, 107, 136]",,,,0.0,,,,0.33,,,,0.02,,,,0.05,,,,0.2,,,,0.01,,,
0.29,,,,"[46, 219, 107, 137]",,,,0.0,,,,0.37,,,,0.03,,,,0.14,,,,0.16,,,,0.01,,,
0.41,,,,"[46, 220, 107, 136]",,,,0.0,,,,0.18,,,,0.05,,,,0.12,,,,0.23,,,,0.01,,,
0.32,,,,"[45, 219, 107, 136]",,,,0.0,,,,0.25,,,,0.06,,,,0.21,,,,0.16,,,,0.01,,,
0.31,,,,"[45, 219, 108, 137]",,,,0.0,,,,0.26,,,,0.07,,,,0.15,,,,0.21,,,,0.01,,,
0.29,0.22,,,"[44, 219, 107, 136]","[10, 22, 13, 14]",,,0.0,0.0,,,0.31,0.04,,,0.04,0.39,,,0.18,0.19,,,0.16,0.15,,,0.01,0.0,,
0.32,,,,"[46, 219, 108, 137]",,,,0.0,,,,0.21,,,,0.04,,,,0.21,,,,0.21,,,,0.01,,,
0.37,,,,"[46, 221, 104, 131]",,,,0.0,,,,0.17,,,,0.09,,,,0.19,,,,0.18,,,,0.01,,,
0.4,,,,"[46, 222, 104, 129]",,,,0.0,,,,0.17,,,,0.08,,,,0.18,,,,0.17,,,,0.01,,,
0.08,0.01,,,"[9, 255, 97, 120]","[216, 215, 85, 113]",,,0.0,0.0,,,0.06,0.02,,,0.0,0.38,,,0.7,0.58,,,0.14,0.01,,,0.02,0.0,,
